classsize,enrollment,pct_disadv,readsize,mathsize,avgread,avgmath,schltype,schlcode
28,84,9,28,28,77.25,70.86000061035156,1,21370
27,84,9,27,27,69.410003662109375,68.11000061035156,1,21370
33,68,3,28,37,78.86000061035156,67.88999938964844,1,21371
35,68,3,32,38,79.12249755859375,72.054473876953125,1,21371
24,49,1,22,22,79.089996337890625,71.18000030517578,1,21373
25,49,1,26,26,79.19000244140625,70.8499984741211,1,21373
33,33,0,29,29,86,84,1,21374
29,58,11,23,28,71.83000183105469,71.25,1,21375
29,58,11,27,28,67.44000244140625,64.36000061035156,1,21375
26,53,12,25,26,65.63999938964844,66.58000183105469,1,21379
27,53,12,26,24,60.46154022216797,65.37166595458984,1,21379
29,70,31,26,26,67.69000244140625,60.27000045776367,1,31001
26,70,31,18,18,66.00333404541016,57.16555404663086,1,31001
20,43,41,18,18,77.94000244140625,72.61000061035156,2,31002
23,43,41,17,18,68.410003662109375,60.5,2,31002
27,54,7,24,24,82.83000183105469,77.70999908447266,1,31007
27,54,7,23,23,77.04695892333984,70.128692626953125,1,31007
20,20,42,16,16,64,67.19000244140625,2,31008
25,25,4,24,24,71.5,63.75,1,31012
35,130,12,34,34,78.23999786376953,72.31999969482422,1,31017
35,130,12,34,34,77.31999969482422,71.20999908447266,1,31017
34,130,12,34,34,74.589996337890625,70.029998779296875,1,31017
20,20,32,18,18,67,68,2,31019
25,64,32,21,26,70,61.459999084472656,1,31021
26,64,32,21,22,70.05000305175781,57.90999984741211,1,31021
32,129,7,31,31,73.44999694824219,68.160003662109375,1,31022
33,129,7,33,33,68.44999694824219,60.27000045776367,1,31022
33,129,7,31,34,73.0999984741211,69.12000274658203,1,31022
31,129,7,28,32,77.753570556640625,66.5015640258789,1,31022
33,148,5,31,31,68.2300033569336,62.130001068115234,1,31023
35,148,5,31,32,68.55000305175781,63.59000015258789,1,31023
14,148,5,27,27,71.11000061035156,68.95999908447266,1,31023
33,148,5,28,28,64.13749694824219,61.756072998046875,1,31023
34,67,17,30,30,71.7300033569336,68.33000183105469,1,31025
33,67,17,30,30,68.2699966430664,67.66999816894531,1,31025
29,41,30,28,28,70.25,64.56999969482422,1,31026
36,89,10,24,24,66.70999908447266,61.040000915527344,1,31027
38,89,10,34,34,72.32234954833984,72.9129409790039,1,31027
22,47,13,22,23,71.2699966430664,64.3499984741211,1,31028
25,47,13,17,17,66.87999725341797,63.060001373291016,1,31028
19,19,58,14,18,39,39,2,31029
36,36,31,31,31,62.68000030517578,62.68000030517578,2,31030
23,44,41,16,16,83.5,83.75,2,31031
21,44,41,16,16,70.19000244140625,59.189998626708984,2,31031
25,25,41,20,21,42.54999923706055,35.7599983215332,2,31033
13,26,36,12,13,61.41999816894531,60,2,31034
39,78,26,30,30,71.7699966430664,69.83000183105469,2,31035
39,78,26,30,32,66.2300033569336,60.47187423706055,2,31035
40,121,1,42,42,85.69000244140625,85.56999969482422,1,31037
40,121,1,38,38,84.31999969482422,80.44999694824219,1,31037
41,121,1,40,40,82.83000183105469,86.43000030517578,1,31037
32,91,1,28,30,72.81999969482422,73,1,31038
27,91,1,25,25,71,78.23999786376953,1,31038
32,91,1,25,25,73.95999908447266,71.23999786376953,1,31038
38,158,3,35,38,79.11000061035156,81.839996337890625,1,31039
40,158,3,38,39,78.58000183105469,77.81999969482422,1,31039
39,158,3,36,38,81.08000183105469,76,1,31039
41,158,3,38,38,85.61000061035156,88.29000091552734,1,31039
29,58,4,29,29,77.029998779296875,79,1,31040
29,58,4,29,30,78.30999755859375,79.0999984741211,1,31040
23,47,8,23,23,79.6500015258789,81.779998779296875,1,31045
24,47,8,23,25,76.3499984741211,74.52239990234375,1,31045
26,53,10,25,27,72.76000213623047,76.55999755859375,1,31046
27,53,10,25,27,74.55999755859375,66.69999694824219,1,31046
32,124,3,27,27,76.88999938964844,76.4800033569336,1,31047
31,124,3,33,33,71.8499984741211,77.63999938964844,1,31047
31,124,3,30,30,94.9000015258789,92.66999816894531,1,31047
30,124,3,30,30,80.86399841308594,81.09400177001953,1,31047
21,46,11,23,23,69.61000061035156,73.95999908447266,1,31048
25,46,11,25,25,70.35880279541016,72.1167984008789,1,31048
28,66,2,28,29,77.86000061035156,80.44999694824219,1,31049
27,66,2,23,23,75.38999938964844,78.83000183105469,1,31049
30,92,2,28,28,86.93000030517578,87.61000061035156,1,31052
30,92,2,28,29,85.31999969482422,85.86000061035156,1,31052
32,92,2,27,27,87.1500015258789,89.06999969482422,1,31052
33,61,3,33,33,87.33000183105469,82.36000061035156,1,31055
28,61,3,28,30,82.2539291381836,75.30400085449219,1,31055
32,67,4,25,26,65.44000244140625,74.7699966430664,1,31056
35,67,4,30,31,63.900001525878906,74.87000274658203,1,31056
36,71,13,36,36,62.58000183105469,68.36000061035156,1,31060
35,71,13,20,20,57.45000076293945,61.5,1,31060
33,135,5,32,33,78.87999725341797,68.7300033569336,1,31062
35,135,5,36,36,78.36000061035156,75.69000244140625,1,31062
34,135,5,31,31,82.6500015258789,78.7699966430664,1,31062
33,135,5,30,31,76.12433624267578,72.8774185180664,1,31062
20,42,6,17,17,76.589996337890625,74.94000244140625,1,31063
22,42,6,15,15,81.73133087158203,83.60133361816406,1,31063
23,47,17,11,11,69.18000030517578,59.45000076293945,1,31067
24,47,17,8,8,72.37999725341797,74.37999725341797,1,31067
41,52,15,41,41,62,71,1,31068
23,46,6,21,22,67.43000030517578,68.589996337890625,1,31069
23,46,6,19,20,76.31999969482422,71.1500015258789,1,31069
37,61,11,31,31,77,76,1,31070
33,33,16,27,29,70.220001220703125,68.86000061035156,1,31073
35,69,6,34,34,82.23999786376953,76.5,1,31075
34,69,6,30,31,79.80000305175781,73.3499984741211,1,31075
36,90,13,39,39,65.91999816894531,70.410003662109375,1,31077
35,90,13,32,34,67.80999755859375,63.5,1,31077
38,75,4,33,33,71.61000061035156,79.55000305175781,1,31078
37,75,4,36,36,77,80.94000244140625,1,31078
28,74,12,26,27,76.37999725341797,75.410003662109375,2,31079
23,74,12,23,23,81.26000213623047,74.30000305175781,2,31079
23,74,12,22,24,77.36000061035156,67.25,2,31079
20,20,38,13,17,66.54000091552734,73.29000091552734,2,31083
35,69,8,35,35,86.43000030517578,86.339996337890625,2,31084
34,69,8,30,30,86.2300033569336,82.529998779296875,2,31084
23,23,28,23,23,60,60,2,31085
25,25,51,16,17,44.75,47.529998779296875,2,31086
35,74,5,33,37,81.79000091552734,70.48999786376953,2,31087
39,74,5,35,38,81.56999969482422,71.20999908447266,2,31087
29,72,15,25,26,57.91999816894531,54.189998626708984,1,31089
31,72,15,30,30,66.470001220703125,63.369998931884766,1,31089
36,131,17,34,34,64.3499984741211,63.439998626708984,1,31090
37,131,17,37,37,67.220001220703125,68.48999786376953,1,31090
30,131,17,31,31,63.06322479248047,59.25516128540039,1,31090
13,13,23,7,9,53.56999969482422,61,2,31092
22,22,0,22,22,74,73,1,31095
37,125,10,38,39,69.73999786376953,67.12999725341797,1,31097
37,125,10,35,37,70.5999984741211,66.970001220703125,1,31097
39,125,10,37,37,72.23999786376953,68.88999938964844,1,31097
25,49,16,23,24,67.12999725341797,66.5,1,31098
24,49,16,22,22,69.31999969482422,75.410003662109375,1,31098
38,38,20,24,35,62,58.22999954223633,1,31099
38,169,10,37,37,66.2699966430664,67.220001220703125,1,31100
39,169,10,34,34,64.29000091552734,64.5,1,31100
36,169,10,31,33,73.029998779296875,74.7300033569336,1,31100
38,169,10,35,35,68.97771453857422,65.87914276123047,1,31100
39,39,50,38,38,58.68000030517578,59.029998779296875,2,31101
29,98,14,18,18,71,64.88999938964844,2,31102
29,98,14,16,19,75.75,65.839996337890625,2,31102
40,98,14,29,29,79.06999969482422,77.62000274658203,2,31102
29,29,2,29,31,79.55000305175781,71.55000305175781,1,31103
15,15,4,9,10,82,80,2,31105
31,76,7,30,30,71.5,70.56999969482422,1,31107
32,76,7,31,31,70.94000244140625,68.58000183105469,1,31107
17,17,28,14,14,76.5,66.79000091552734,2,31108
28,94,2,26,26,65.45999908447266,62,1,31109
33,94,2,29,28,80.4800033569336,76.56999969482422,1,31109
33,94,2,32,32,79.44000244140625,76.779998779296875,1,31109
23,23,1,23,22,80.779998779296875,68.7300033569336,1,31114
11,11,0,10,11,77.69999694824219,72.2699966430664,1,31115
25,46,0,24,24,75.29000091552734,64.04000091552734,1,31116
21,46,0,21,21,71.56999969482422,56.2400016784668,1,31116
26,26,11,23,23,79.6500015258789,67.779998779296875,2,31120
22,43,13,19,19,75.470001220703125,79.41999816894531,1,31121
21,43,13,19,18,68.470001220703125,73.55999755859375,1,31121
25,43,9,17,17,79.589996337890625,84.3499984741211,1,31122
26,43,9,24,24,85.41999816894531,77.79000091552734,1,31122
23,56,17,18,18,68.61000061035156,68.33000183105469,1,31125
23,56,17,20,20,73.94999694824219,75.25,1,31125
15,15,47,12,13,66.33000183105469,61.91999816894531,2,31126
21,43,2,15,15,79.12999725341797,64.7300033569336,1,31129
22,43,2,16,16,69.19062805175781,57.50312423706055,1,31129
24,24,2,24,23,77.58000183105469,71.43000030517578,1,31130
23,23,18,23,23,72.87000274658203,66.12999725341797,1,31132
30,59,19,26,26,69.3499984741211,72.2300033569336,1,31133
29,59,19,22,25,63.59000015258789,57.720001220703125,1,31133
15,15,46,14,15,58.43000030517578,51.66999816894531,2,31134
40,107,6,26,26,76.41999816894531,70.58000183105469,1,31135
12,107,6,24,24,75.08000183105469,66.45999908447266,1,31135
41,107,6,27,27,70.70963287353516,66.88444519042969,1,31135
28,54,21,25,25,63.880001068115234,59.439998626708984,1,31136
26,54,21,26,27,64.08000183105469,62.7400016784668,1,31136
33,66,22,33,33,69.36000061035156,68.12000274658203,2,31139
33,66,22,31,32,71.87000274658203,71,2,31139
22,22,60,5,5,70,53.79999923706055,2,31141
38,128,4,35,37,78.43000030517578,77,1,31143
36,128,4,30,38,78.2300033569336,66.91999816894531,1,31143
38,128,4,34,34,72.970001220703125,78.68000030517578,1,31143
34,107,2,30,31,70.9000015258789,75.61000061035156,1,31145
39,107,2,34,34,82.029998779296875,78.70999908447266,1,31145
34,107,2,32,32,77.37437438964844,76.5296859741211,1,31145
40,131,14,38,38,69.61000061035156,68.660003662109375,1,31148
40,131,14,34,34,68.79000091552734,70.62000274658203,1,31148
40,131,14,35,36,65.48457336425781,64.828887939453125,1,31148
26,51,9,24,24,69.70999908447266,64.66999816894531,1,31151
25,51,9,25,25,74.55999755859375,72.63999938964844,1,31151
27,56,5,27,27,81.88999938964844,73,1,31152
29,56,5,28,29,82.29000091552734,75.76000213623047,1,31152
30,83,2,29,30,81.37999725341797,76.93000030517578,1,31153
26,83,2,25,26,79.160003662109375,81.3499984741211,1,31153
27,83,2,27,27,79.2955551147461,75.96295928955078,1,31153
15,15,40,10,10,72.5999984741211,69.0999984741211,2,31154
34,104,6,34,34,73.18000030517578,70.31999969482422,1,31156
37,104,6,35,36,63.79999923706055,63.25,1,31156
33,104,6,30,31,67.02933502197266,67.71354675292969,1,31156
36,72,17,31,35,55.099998474121094,47.630001068115234,1,31157
36,72,17,31,30,60,54.869998931884766,1,31157
22,46,57,25,25,66.279998779296875,65.12000274658203,2,31159
21,46,57,14,14,38.709999084472656,46.63999938964844,2,31159
39,80,5,36,36,76.58000183105469,77.83000183105469,1,31160
41,80,5,38,39,77.79000091552734,79.0999984741211,1,31160
35,105,5,34,35,71.029998779296875,70.16999816894531,1,31161
34,105,5,29,29,74.0999984741211,76.76000213623047,1,31161
36,105,5,32,31,76.410003662109375,76.970001220703125,1,31161
32,64,13,35,35,79.089996337890625,75.970001220703125,2,31162
32,64,13,34,34,75.26000213623047,72.26000213623047,2,31162
25,25,15,18,20,77,69.44999694824219,1,31164
20,20,43,19,19,67.160003662109375,70.20999908447266,2,31165
21,21,4,16,16,85.69000244140625,77.37999725341797,1,31167
12,12,0,14,14,87.86000061035156,81.20999908447266,1,31168
31,63,15,55,53,66,61,1,31188
33,99,7,33,33,77,72.61000061035156,1,31189
34,99,7,28,32,78.86000061035156,77.19000244140625,1,31189
32,99,7,31,31,66.4167709350586,69.089996337890625,1,31189
40,40,9,31,40,72.38999938964844,66.69999694824219,1,31207
33,90,2,31,32,77.87000274658203,78.25,1,31208
30,90,2,25,25,75.839996337890625,81.36000061035156,1,31208
27,90,2,27,27,80.149261474609375,77.703704833984375,1,31208
39,77,8,29,32,82.76000213623047,76.19000244140625,1,31209
38,77,8,27,28,79.33000183105469,79.18000030517578,1,31209
36,70,3,35,35,85.4000015258789,85.970001220703125,1,31210
34,70,3,33,33,81.18000030517578,76.81999969482422,1,31210
23,23,44,16,17,54.060001373291016,51.939998626708984,2,31212
20,42,20,13,13,76,79.69000244140625,1,31213
22,42,20,18,18,69.220001220703125,70.33000183105469,1,31213
20,41,4,19,19,84.68000030517578,82.839996337890625,1,31214
21,41,4,14,14,86.06999969482422,85.29000091552734,1,31214
28,131,6,21,23,79.9000015258789,74.6500015258789,1,31216
33,131,6,30,32,76.06999969482422,74.410003662109375,1,31216
30,131,6,24,29,82.37999725341797,76,1,31216
30,131,6,25,26,72,63.310001373291016,1,31216
30,94,26,29,33,57.209999084472656,52.060001373291016,1,31217
17,94,26,28,33,76.20999908447266,64.7300033569336,1,31217
33,94,26,30,32,64.12999725341797,52.470001220703125,1,31217
26,26,40,28,29,57.290000915527344,48.93000030517578,1,31219
36,110,11,31,31,72.87000274658203,69.0999984741211,1,31220
32,110,11,30,32,69.7300033569336,68.839996337890625,1,31220
9,110,11,29,29,69.720001220703125,67.93000030517578,1,31220
25,65,44,25,25,66.12000274658203,67.279998779296875,2,31222
28,65,44,26,26,63.650001525878906,59.689998626708984,2,31222
20,20,50,15,14,48,40,2,31224
22,22,6,17,18,73.87999725341797,72.61000061035156,1,31232
30,92,3,26,28,79.69000244140625,79.31999969482422,1,31235
35,92,3,31,31,76.31999969482422,76.58000183105469,1,31235
27,92,3,23,23,76.220001220703125,72.43000030517578,1,31235
29,64,2,25,27,87.5199966430664,78.11000061035156,1,31237
27,64,2,24,25,82,76.08000183105469,1,31237
34,65,6,32,32,76.160003662109375,74.5,1,31238
31,65,6,19,25,78.41473388671875,73.36000061035156,1,31238
40,91,6,38,39,74.73999786376953,71.55999755859375,1,31239
39,91,6,38,35,72.55000305175781,75.029998779296875,1,31239
31,95,10,27,27,68.30000305175781,63,1,31242
32,95,10,31,33,71,59.27000045776367,1,31242
32,95,10,32,32,73.410003662109375,66.44000244140625,1,31242
29,96,0,26,28,81.5,78.45999908447266,1,31243
34,96,0,32,33,80.75,74.55000305175781,1,31243
33,96,0,34,34,83.55882263183594,78.17559051513672,1,31243
36,106,7,30,32,78.06999969482422,81.720001220703125,1,31250
36,106,7,36,37,75.58000183105469,77.45999908447266,1,31250
34,106,7,30,31,74.43399810791016,74.80451965332031,1,31250
32,101,4,30,31,78.529998779296875,76.44999694824219,1,31252
34,101,4,32,32,73.589996337890625,70.470001220703125,1,31252
35,101,4,32,35,76.62999725341797,77.29000091552734,1,31252
26,79,23,22,25,76.31999969482422,75.839996337890625,2,31253
21,79,23,19,20,66.58000183105469,63.5,2,31253
20,79,23,17,18,53.18000030517578,57.060001373291016,2,31253
22,22,46,20,20,40.900001525878906,44.95000076293945,2,31255
29,57,5,26,26,75.2300033569336,78.91999816894531,1,31256
28,57,5,25,25,66.76000213623047,68.95999908447266,1,31256
35,100,7,32,36,79.589996337890625,70.529998779296875,1,31257
33,100,7,34,34,79.6500015258789,79.73999786376953,1,31257
32,100,7,31,31,65.16193389892578,65.21806335449219,1,31257
35,35,31,35,35,71.29000091552734,71.2300033569336,2,31259
30,30,30,27,26,66.5199966430664,54.91999816894531,2,31260
34,137,6,31,31,74.160003662109375,75.61000061035156,1,31261
36,137,6,33,33,71.41999816894531,63.939998626708984,1,31261
33,137,6,27,28,77.30000305175781,74.04000091552734,1,31261
34,137,6,34,34,68.529998779296875,69.29000091552734,1,31261
18,41,10,15,15,80.12999725341797,76.12999725341797,2,31262
23,41,10,19,20,79.88999938964844,70.1500015258789,2,31262
23,23,2,22,22,85,81,1,31264
31,31,5,30,30,79.33000183105469,74.80000305175781,1,31265
31,76,0,21,25,57.52000045776367,55.79999923706055,1,31357
32,76,0,31,32,64.44999694824219,56.880001068115234,1,31357
23,46,8,19,19,81.160003662109375,84.58000183105469,1,41001
23,46,8,19,18,80.839996337890625,81.33222198486328,1,41001
38,106,3,36,36,76.63999938964844,64.05999755859375,1,41002
35,106,3,32,32,80.55999755859375,70.05999755859375,1,41002
33,106,3,33,33,81.029998779296875,65.2699966430664,1,41002
21,31,31,20,20,82.69999694824219,83.25,2,41003
16,16,19,16,16,84.75,80,2,41006
26,70,10,29,27,76.30999755859375,68.410003662109375,2,41009
26,70,10,33,32,73.848785400390625,69.49781036376953,2,41009
32,65,10,32,32,70,65.05999755859375,1,41010
33,65,10,31,32,77.9000015258789,76.12999725341797,1,41010
25,25,33,24,24,57.66999816894531,53.66999816894531,2,41012
18,18,28,18,16,68.11000061035156,58.25,1,41016
26,26,30,23,23,70.83000183105469,69.87000274658203,2,41017
26,26,1,26,25,80,79,1,41018
26,26,5,19,20,86.529998779296875,78.94999694824219,1,41019
28,95,2,29,29,76.62000274658203,73.06999969482422,1,41020
27,95,2,24,24,84.95999908447266,82.91999816894531,1,41020
28,95,2,31,31,78.38999938964844,75.3499984741211,1,41020
21,41,11,21,21,76.56999969482422,80.76000213623047,1,41023
20,41,11,19,19,75.62999725341797,81.11000061035156,1,41023
24,24,11,22,22,87.7699966430664,87.18000030517578,1,41024
23,50,11,26,26,83.80999755859375,75.7300033569336,1,41025
27,50,11,22,22,69.55000305175781,58.95000076293945,1,41025
35,85,0,21,21,83.4800033569336,65.29000091552734,1,41029
38,85,0,27,27,74.37000274658203,65.11000061035156,1,41029
12,85,0,20,20,76.69999694824219,67.94999694824219,1,41029
16,16,0,16,16,81,72,1,41030
30,99,12,29,29,78.5199966430664,79.660003662109375,1,41032
30,99,12,26,26,80.19000244140625,84.12000274658203,1,41032
30,99,12,28,28,82.36000061035156,82.04000091552734,1,41032
36,72,12,35,35,76.94000244140625,74.70999908447266,1,41034
36,72,12,32,32,80.30999755859375,75.589996337890625,1,41034
21,43,21,18,18,71.5,71.05999755859375,2,41035
22,43,21,21,19,66.70999908447266,73.68000030517578,2,41035
23,46,18,20,22,78.44999694824219,72.2699966430664,1,41037
23,46,18,24,24,71.25,66.83000183105469,1,41037
34,34,24,34,34,67.18000030517578,62.529998779296875,2,41039
33,71,6,32,30,82.720001220703125,87.69999694824219,1,41040
29,71,6,31,29,82.6500015258789,86.76000213623047,1,41040
14,14,9,13,13,69.62000274658203,67,2,41041
30,89,10,28,29,73.31999969482422,73.55000305175781,1,41045
30,89,10,29,32,68.4800033569336,61.130001068115234,1,41045
29,89,10,28,28,74.75,69.95999908447266,1,41045
20,20,6,13,10,82,83,1,41046
14,14,0,12,14,86.41999816894531,61.709999084472656,1,41050
35,35,16,18,18,76.16999816894531,78.11000061035156,2,41058
36,115,10,28,30,74.95999908447266,70.69999694824219,1,41060
34,115,10,31,31,72.73999786376953,64.87000274658203,1,41060
36,115,10,36,36,67.779998779296875,63.439998626708984,1,41060
38,74,12,36,36,70.58000183105469,63.029998779296875,1,41061
36,74,12,34,34,67.87999725341797,63.439998626708984,1,41061
26,53,20,26,26,68.87999725341797,69.58000183105469,2,41063
27,53,20,27,27,71.69999694824219,68.66999816894531,2,41063
25,25,22,20,23,69.75,59.130001068115234,2,41066
26,53,3,26,26,77.6500015258789,75.30999755859375,1,41071
27,53,3,26,26,77.95999908447266,76.12000274658203,1,41071
21,42,9,17,17,87.29000091552734,79.70999908447266,2,41072
21,42,9,16,16,80.5043716430664,72.0581283569336,2,41072
27,82,4,26,26,74,72.30999755859375,1,41073
28,82,4,27,27,75.5199966430664,80.8499984741211,1,41073
27,82,4,27,27,80.04000091552734,79.95999908447266,1,41073
21,21,11,17,17,58.40999984741211,68.529998779296875,2,41074
30,78,25,30,31,67.5,69.55000305175781,1,41077
33,78,25,33,33,66.79000091552734,64.58000183105469,1,41077
38,225,9,36,36,79.75,81.970001220703125,1,41078
37,225,9,34,34,76.23999786376953,79.529998779296875,1,41078
37,225,9,36,36,77.970001220703125,74.69000244140625,1,41078
38,225,9,38,38,76.41999816894531,69.05000305175781,1,41078
38,225,9,38,38,81.470001220703125,80.339996337890625,1,41078
37,225,9,37,37,87.48999786376953,82,1,41078
25,25,34,20,20,70.4000015258789,72,2,41079
23,32,35,20,21,59.150001525878906,55.47999954223633,2,41080
35,109,16,34,35,72.23999786376953,70.660003662109375,1,41081
29,109,16,30,30,77.2300033569336,75,1,41081
32,109,16,33,35,72.66999816894531,69.16999816894531,1,41081
27,27,41,25,25,74.76000213623047,75.5199966430664,2,41082
16,16,54,12,12,76.08000183105469,87.66999816894531,2,41083
33,80,6,32,32,79.339996337890625,74.05999755859375,1,41084
36,80,6,35,35,76.77485656738281,75.85942840576172,1,41084
36,172,4,30,35,72.7300033569336,63.56999969482422,1,41085
38,172,4,35,38,74.43000030517578,74.20999908447266,1,41085
38,172,4,36,36,77.88999938964844,76.13999938964844,1,41085
10,172,4,29,38,76.86000061035156,68.37000274658203,1,41085
41,173,5,39,39,77.12999725341797,73.30999755859375,1,41086
41,173,5,38,38,81.08000183105469,75.029998779296875,1,41086
41,173,5,40,40,74.93000030517578,72.87999725341797,1,41086
40,173,5,39,39,79.01769256591797,78.83512878417969,1,41086
33,102,9,28,28,67.36000061035156,66.43000030517578,1,41087
36,102,9,30,29,62.43000030517578,54.54999923706055,1,41087
33,102,9,27,27,71.7044448852539,65.40777587890625,1,41087
32,95,18,32,32,67.12999725341797,68.779998779296875,1,41089
32,95,18,28,30,78.20999908447266,73.93000030517578,1,41089
31,95,18,31,32,74.353546142578125,73.4106216430664,1,41089
30,92,11,27,27,74.410003662109375,75.37000274658203,2,41091
31,92,11,29,30,73.93000030517578,71.970001220703125,2,41091
31,92,11,27,27,75.95999908447266,75.55999755859375,2,41091
22,22,16,22,22,63.95000076293945,60.09000015258789,2,41092
24,24,51,22,22,62.59000015258789,64.36000061035156,2,41093
30,30,3,30,31,79.4000015258789,71.44999694824219,1,41094
31,52,26,24,24,63.209999084472656,63.709999084472656,1,41095
29,52,26,25,25,68.67839813232422,68.19840240478516,1,41095
36,36,36,35,36,67.73999786376953,70.30999755859375,2,41096
25,57,8,24,24,79.54000091552734,78.95999908447266,2,41097
24,57,8,24,24,76.45999908447266,65.04000091552734,2,41097
28,28,36,28,29,63.13999938964844,50.029998779296875,1,41098
27,58,27,31,31,54.61000061035156,58.869998931884766,1,41099
31,58,27,26,28,57.65730667114258,54.92964172363281,1,41099
26,51,23,25,25,65.5999984741211,67.19999694824219,1,41100
25,51,23,25,25,64.720001220703125,59.31999969482422,1,41100
24,44,43,24,24,60.91999816894531,58.66999816894531,1,41101
20,44,43,18,18,61.106666564941406,57.106666564941406,1,41101
17,17,10,14,14,76.86000061035156,68.20999908447266,2,41104
36,36,40,31,32,64.5199966430664,64.589996337890625,2,41105
34,129,4,32,30,79.62999725341797,78.87000274658203,1,41106
32,129,4,28,28,82.88999938964844,81.04000091552734,1,41106
32,129,4,31,29,82,79.30999755859375,1,41106
31,129,4,27,27,70.77481842041016,72.47370147705078,1,41106
30,59,20,29,29,67.339996337890625,68.4800033569336,2,41108
29,59,20,29,29,74.660003662109375,75.5199966430664,2,41108
26,75,11,28,28,72.13999938964844,65.79000091552734,1,41111
30,75,11,28,27,78.11000061035156,76.44000244140625,1,41111
36,119,9,35,35,80.30999755859375,77.7699966430664,1,41116
37,119,9,36,36,80.30999755859375,78.86000061035156,1,41116
35,119,9,35,35,74.089996337890625,70.029998779296875,1,41116
28,51,4,28,28,78.61000061035156,67.06999969482422,1,41118
23,51,4,23,23,78.73999786376953,76.87000274658203,1,41118
23,23,11,18,19,72.16999816894531,67.160003662109375,1,41122
33,67,10,27,27,81.26000213623047,79.779998779296875,1,41125
34,67,10,30,30,73.2699966430664,72.529998779296875,1,41125
35,97,5,34,35,74.6500015258789,65.56999969482422,1,41126
31,97,5,30,30,82.5999984741211,83.06999969482422,1,41126
31,97,5,26,26,77.07307434082031,81.8826904296875,1,41126
28,58,17,25,26,72.36000061035156,67.37999725341797,1,41127
30,58,17,28,28,77.25,78.95999908447266,1,41127
28,28,33,28,28,72,67,2,41129
26,64,0,24,25,82.45999908447266,78.5199966430664,1,41131
26,64,0,26,26,83.6500015258789,76.45999908447266,1,41131
33,66,0,33,33,79.33000183105469,75.76000213623047,1,41132
33,66,0,32,33,82.7221908569336,78.23999786376953,1,41132
24,56,31,18,18,56,54.439998626708984,1,41134
32,56,31,27,27,74.73999786376953,78.220001220703125,1,41134
36,150,8,27,27,70.88999938964844,73.779998779296875,1,41135
37,150,8,30,30,72.93000030517578,73.0999984741211,1,41135
39,150,8,34,34,72.76000213623047,70.089996337890625,1,41135
38,150,8,31,31,79.10419464111328,79.35096740722656,1,41135
29,58,24,26,27,73.30999755859375,69.66999816894531,1,41136
29,58,24,25,26,67.55999755859375,64.19000244140625,1,41136
40,120,15,38,38,82.79000091552734,78.38999938964844,1,41137
40,120,15,36,35,83.61000061035156,88.45999908447266,1,41137
40,120,15,37,37,82.622161865234375,82.569732666015625,1,41137
40,159,13,34,39,75.05999755859375,65.37999725341797,1,41138
40,159,13,38,40,71.20999908447266,65.69999694824219,1,41138
40,159,13,35,35,76.54000091552734,72.56999969482422,1,41138
39,159,13,34,34,69.29647064208984,69.00676727294922,1,41138
34,149,12,24,24,70.04000091552734,74.66999816894531,1,41139
37,149,12,31,32,77.4800033569336,81.410003662109375,1,41139
28,149,12,26,26,68.54000091552734,76.5,1,41139
34,149,12,27,27,70.78221893310547,74.325927734375,1,41139
23,46,40,19,19,69.05000305175781,59.11000061035156,1,41140
23,46,40,21,21,63.240474700927734,66.51952362060547,1,41140
34,138,11,27,27,76.73999786376953,89.80999755859375,1,41142
35,138,11,30,30,82.12999725341797,89.37000274658203,1,41142
36,138,11,27,27,73.33000183105469,79.26000213623047,1,41142
33,138,11,25,25,79.31999969482422,84.91999816894531,1,41142
22,60,40,20,20,60.70000076293945,59.29999923706055,2,41143
24,60,40,23,23,61.38999938964844,60.70000076293945,2,41143
35,119,35,35,35,84.029998779296875,81.19999694824219,2,41144
35,119,35,34,34,69.910003662109375,74.62000274658203,2,41144
35,119,35,32,34,65.720001220703125,56.619998931884766,2,41144
23,27,19,24,24,64,67,2,41145
30,72,41,29,29,68.660003662109375,74.410003662109375,2,41146
28,72,41,23,22,77.56999969482422,70.81999969482422,2,41146
25,54,46,24,24,62.83000183105469,58.66999816894531,2,41148
29,54,46,27,28,68.817779541015625,70.42571258544922,2,41148
36,136,19,34,34,71.05999755859375,68.44000244140625,2,41149
24,136,19,24,24,50.58000183105469,49.58000183105469,2,41149
38,136,19,38,38,73.31999969482422,70.18000030517578,2,41149
38,136,19,37,37,67.11000061035156,64.7300033569336,2,41149
40,40,1,38,39,82.55000305175781,79.970001220703125,1,41150
16,16,0,16,17,69.25,59.880001068115234,1,41153
30,30,0,28,28,80.11000061035156,70.18000030517578,1,41154
25,50,1,21,23,76.62000274658203,75.3499984741211,1,41155
25,50,1,24,24,78.58000183105469,71.58000183105469,1,41155
40,119,11,37,37,73.80999755859375,71.86000061035156,1,41160
39,119,11,33,32,74.970001220703125,67.12999725341797,1,41160
40,119,11,35,35,70.286285400390625,73.62914276123047,1,41160
39,156,3,34,34,82.55999755859375,76.70999908447266,1,41161
40,156,3,34,37,76.81999969482422,73.56999969482422,1,41161
39,156,3,31,32,80.58000183105469,81.30999755859375,1,41161
38,156,3,33,33,76.09394073486328,72.84394073486328,1,41161
33,94,9,31,31,73.0999984741211,69.68000030517578,1,41162
